study,task_index,task_id,row_idx,pid,mesh_n,n_steps,ratio,transient,Tf,H0,P0,Ux,Uy,dpdx,dpdy,Hdot,Pdot,Qx_re,Qy_re,P_re,dP,dQx,dQy,dP_over_Pre,dQx_over_Qxre,dQy_over_Qyre,wall_time_s
ahratio,0,7454,7454,7255,40,10,0.95,1,0.05,7.406230565847218e-07,7993562.465380261,0.04994994312274025,2.7608981609926354e-20,1803541076.414246,-1694631680.9127252,1.0883543031837735e-08,16770177.008256204,3.320549141123024e-08,3.585349069178594e-09,8832071.315793071,-40.34818582981825,-2.6738355976145718e-09,2.2775850176062617e-09,-4.568371833419147e-06,-0.08052389782463117,0.6352477746687181,6.280693531036377
ahratio,1,3001,3001,7262,40,10,0.10555555555555556,1,0.05,1.8180005636251821e-06,1648314.6808490024,0.04916902173966586,-4.417437057588217e-19,241231598.7427407,-625560976.4590366,-2.1154745117273784e-07,9410819.353985082,7.830536511639212e-08,2.7394179598630346e-08,2118855.6485482566,-12.480226476676762,1.0024868966540835e-09,1.8555432169218226e-09,-5.890078677718156e-06,0.012802276001957203,0.06773494384969996,5.0562543869018555
ahratio,1,3001,3001,7253,40,10,0.2111111111111111,1,0.05,1.8180005636251821e-06,1648314.6808490024,0.04916902173966586,-4.417437057588217e-19,241231598.7427407,-625560976.4590366,-2.1154745117273784e-07,9410819.353985082,7.830536511639212e-08,2.7394179598630346e-08,2118855.6485482566,-11.783622430637479,4.537167890631116e-11,1.5162428033381566e-09,-5.561314400398668e-06,0.0005794197988716515,0.05534908603044881,5.440045118331909
ahratio,1,3001,3001,7266,40,10,0.31666666666666665,1,0.05,1.8180005636251821e-06,1648314.6808490024,0.04916902173966586,-4.417437057588217e-19,241231598.7427407,-625560976.4590366,-2.1154745117273784e-07,9410819.353985082,7.830536511639212e-08,2.7394179598630346e-08,2118855.6485482566,-11.132870174013078,-1.5350353714246238e-09,9.870327678688421e-10,-5.254190006591914e-06,-0.01960319537675313,0.03603074749200344,5.116889953613281
ahratio,1,3001,3001,7259,40,10,0.4222222222222222,1,0.05,1.8180005636251821e-06,1648314.6808490024,0.04916902173966586,-4.417437057588217e-19,241231598.7427407,-625560976.4590366,-2.1154745117273784e-07,9410819.353985082,7.830536511639212e-08,2.7394179598630346e-08,2118855.6485482566,-10.500466236844659,-3.716693291037375e-09,3.185817432833324e-10,-4.955725154773568e-06,-0.04746409502737045,0.011629541309543755,4.956831455230713
ahratio,1,3001,3001,7260,40,10,0.5277777777777778,1,0.05,1.8180005636251821e-06,1648314.6808490024,0.04916902173966586,-4.417437057588217e-19,241231598.7427407,-625560976.4590366,-2.1154745117273784e-07,9410819.353985082,7.830536511639212e-08,2.7394179598630346e-08,2118855.6485482566,-9.854949129745364,-6.4689634419075984e-09,-4.2540802830484987e-10,-4.651071504799077e-06,-0.08261200790382896,-0.015529139201749245,4.961528778076172
ahratio,1,3001,3001,7255,40,10,0.6333333333333333,1,0.05,1.8180005636251821e-06,1648314.6808490024,0.04916902173966586,-4.417437057588217e-19,241231598.7427407,-625560976.4590366,-2.1154745117273784e-07,9410819.353985082,7.830536511639212e-08,2.7394179598630346e-08,2118855.6485482566,-9.133432286791503,-9.752689143222252e-09,-1.174807313802179e-09,-4.310549561528326e-06,-0.12454688294634698,-0.04288528917511065,5.454528570175171
ahratio,1,3001,3001,7262,40,10,0.7388888888888889,1,0.05,1.8180005636251821e-06,1648314.6808490024,0.04916902173966586,-4.417437057588217e-19,241231598.7427407,-625560976.4590366,-2.1154745117273784e-07,9410819.353985082,7.830536511639212e-08,2.7394179598630346e-08,2118855.6485482566,-8.148182753939182,-1.3520057896767611e-08,-1.8608875441451517e-09,-3.845558218900823e-06,-0.17265812983148174,-0.0679300337301648,5.083987474441528
ahratio,2,196,196,7259,40,10,0.0,1,0.05,3.677857697806265e-05,9907.652795847273,0.034649110900762815,0.0,1721946.528199804,-961790.5233820884,-1.4488632960838474e-07,23603.403879517464,5.610781206711171e-07,3.9825388798350867e-07,11087.822989823146,-0.0013579267615568824,-5.200966182864967e-12,7.184001294279995e-12,-1.2247009740354285e-07,-9.269593647037929e-06,1.8038747419780315e-05,2.3121509552001953
ahratio,2,196,196,7260,40,10,0.10555555555555556,1,0.05,3.677857697806265e-05,9907.652795847273,0.034649110900762815,0.0,1721946.528199804,-961790.5233820884,-1.4488632960838474e-07,23603.403879517464,5.610781206711171e-07,3.9825388798350867e-07,11087.822989823146,-0.0010613500689942157,-2.371467867860973e-09,-1.6334063389715898e-09,-9.572213318776516e-08,-0.004226626882232391,-0.004101419692955333,2.1453287601470947
ahratio,1,3001,3001,7253,40,10,0.8444444444444444,1,0.05,1.8180005636251821e-06,1648314.6808490024,0.04916902173966586,-4.417437057588217e-19,241231598.7427407,-625560976.4590366,-2.1154745117273784e-07,9410819.353985082,7.830536511639212e-08,2.7394179598630346e-08,2118855.6485482566,-6.048178132157773,-1.77138989603587e-08,-2.4253632990681697e-09,-2.85445501504631e-06,-0.22621564862163634,-0.0885357157835613,5.449610233306885
ahratio,2,196,196,7262,40,10,0.31666666666666665,1,0.05,3.677857697806265e-05,9907.652795847273,0.034649110900762815,0.0,1721946.528199804,-961790.5233820884,-1.4488632960838474e-07,23603.403879517464,5.610781206711171e-07,3.9825388798350867e-07,11087.822989823146,-0.0007068858540151268,-2.224367420812193e-08,-1.3793604692633893e-08,-6.375334947752462e-08,-0.039644522551540266,-0.03463520409675215,2.210170030593872
ahratio,2,196,196,7255,40,10,0.2111111111111111,1,0.05,3.677857697806265e-05,9907.652795847273,0.034649110900762815,0.0,1721946.528199804,-961790.5233820884,-1.4488632960838474e-07,23603.403879517464,5.610781206711171e-07,3.9825388798350867e-07,11087.822989823146,-0.0008549643353035208,-9.631016628881776e-09,-6.391634433504889e-09,-7.710840406527429e-08,-0.017165197276560917,-0.016049145096530885,2.3870363235473633
ahratio,1,3001,3001,7266,40,10,0.95,1,0.05,1.8180005636251821e-06,1648314.6808490024,0.04916902173966586,-4.417437057588217e-19,241231598.7427407,-625560976.4590366,-2.1154745117273784e-07,9410819.353985082,7.830536511639212e-08,2.7394179598630346e-08,2118855.6485482566,7.20887392340228,-2.2265104212645015e-08,-2.83188591799902e-09,3.402248722484456e-06,-0.2843368928750979,-0.10337546002438448,5.1839683055877686
ahratio,2,196,196,7259,40,10,0.4222222222222222,1,0.05,3.677857697806265e-05,9907.652795847273,0.034649110900762815,0.0,1721946.528199804,-961790.5233820884,-1.4488632960838474e-07,23603.403879517464,5.610781206711171e-07,3.9825388798350867e-07,11087.822989823146,-0.0005982999646221288,-4.090289094016761e-08,-2.3103810993230508e-08,-5.396009344406677e-08,-0.07290052745461331,-0.05801276946777031,2.2647674083709717
ahratio,2,196,196,7260,40,10,0.5277777777777778,1,0.05,3.677857697806265e-05,9907.652795847273,0.034649110900762815,0.0,1721946.528199804,-961790.5233820884,-1.4488632960838474e-07,23603.403879517464,5.610781206711171e-07,3.9825388798350867e-07,11087.822989823146,-0.0005178321771381889,-6.643193693911859e-08,-3.340197645729344e-08,-4.670278174655893e-08,-0.11840051232020593,-0.08387106181541304,2.2493553161621094
